image_filename,timestamp,pm2.5,pm10,location
152338.JPG,2019-07-24 13:35:32,18.5,21.8,location8
152338.JPG,2019-07-24 13:35:32,16.3,18.3,location5
152338.JPG,2019-07-24 13:35:33,16.3,18.3,location5
152338.JPG,2019-07-24 13:35:34,16.3,18.3,location5
152338.JPG,2019-07-24 13:35:34,18.7,22.1,location8
152338.JPG,2019-07-24 13:35:35,16.3,18.3,location5
152338.JPG,2019-07-24 13:35:35,18.8,22.4,location8
152338.JPG,2019-07-24 13:35:35,18.8,22.3,location8
152338.JPG,2019-07-24 13:35:36,16.4,18.4,location5
152338.JPG,2019-07-24 13:35:37,16.5,18.6,location5
152338.JPG,2019-07-24 13:35:37,18.7,22.3,location8
152338.JPG,2019-07-24 13:35:38,16.5,18.5,location5
152338.JPG,2019-07-24 13:35:38,18.7,22.3,location8
152338.JPG,2019-07-24 13:35:39,16.5,18.4,location5
152338.JPG,2019-07-24 13:35:39,18.6,22.1,location8
152338.JPG,2019-07-24 13:35:40,16.3,18.2,location5
152338.JPG,2019-07-24 13:35:40,18.5,22.0,location8
152338.JPG,2019-07-24 13:35:41,18.5,22.1,location8
152338.JPG,2019-07-24 13:35:41,16.2,18.1,location5
152338.JPG,2019-07-24 13:35:42,18.5,21.7,location8
152338.JPG,2019-07-24 13:35:42,16.3,18.2,location5
152338.JPG,2019-07-24 13:35:43,18.5,21.6,location8
152338.JPG,2019-07-24 13:35:43,16.4,18.3,location5
152338.JPG,2019-07-24 13:35:44,16.3,18.2,location5
152338.JPG,2019-07-24 13:35:44,18.5,21.5,location8
152338.JPG,2019-07-24 13:35:45,18.5,21.3,location8
152338.JPG,2019-07-24 13:35:45,16.3,18.2,location5
152338.JPG,2019-07-24 13:35:46,18.5,21.3,location8
152338.JPG,2019-07-24 13:35:46,16.3,18.2,location5
152338.JPG,2019-07-24 13:35:47,18.6,21.0,location8
152338.JPG,2019-07-24 13:35:47,16.3,18.2,location5
152338.JPG,2019-07-24 13:35:48,18.6,21.1,location8
152338.JPG,2019-07-24 13:35:48,16.4,18.3,location5
152338.JPG,2019-07-24 13:35:49,16.4,18.3,location5
152338.JPG,2019-07-24 13:35:49,18.6,21.1,location8
152338.JPG,2019-07-24 13:35:50,16.5,18.4,location5
152338.JPG,2019-07-24 13:35:50,18.7,21.0,location8
152338.JPG,2019-07-24 13:35:51,18.7,21.7,location8
152338.JPG,2019-07-24 13:35:51,16.6,18.6,location5
152338.JPG,2019-07-24 13:35:52,18.7,21.8,location8
152338.JPG,2019-07-24 13:35:52,16.6,18.6,location5
152338.JPG,2019-07-24 13:35:53,18.5,21.7,location8
152338.JPG,2019-07-24 13:35:53,16.8,19.1,location5
152338.JPG,2019-07-24 13:35:54,18.5,21.8,location8
152338.JPG,2019-07-24 13:35:54,16.8,19.1,location5
152338.JPG,2019-07-24 13:35:55,16.9,19.4,location5
152338.JPG,2019-07-24 13:35:55,18.4,21.7,location8
152338.JPG,2019-07-24 13:35:56,18.3,21.7,location8
152338.JPG,2019-07-24 13:35:56,16.8,19.3,location5
152338.JPG,2019-07-24 13:35:57,16.8,19.2,location5
152338.JPG,2019-07-24 13:35:57,18.3,21.6,location8
152338.JPG,2019-07-24 13:35:58,18.2,21.4,location8
152338.JPG,2019-07-24 13:35:58,16.7,19.0,location5
152338.JPG,2019-07-24 13:35:59,16.7,18.9,location5
152338.JPG,2019-07-24 13:35:59,18.1,21.0,location8
152338.JPG,2019-07-24 13:36:00,18.1,21.4,location8
152338.JPG,2019-07-24 13:36:00,16.6,19.0,location5
152338.JPG,2019-07-24 13:36:01,18.1,21.6,location8
152338.JPG,2019-07-24 13:36:01,16.5,19.2,location5
152338.JPG,2019-07-24 13:36:02,16.6,19.4,location5
152338.JPG,2019-07-24 13:36:02,18.2,21.8,location8
152338.JPG,2019-07-24 13:36:03,16.7,19.5,location5
152338.JPG,2019-07-24 13:36:03,18.1,22.2,location8
152338.JPG,2019-07-24 13:36:04,16.7,19.5,location5
152338.JPG,2019-07-24 13:36:04,18.1,22.2,location8
152338.JPG,2019-07-24 13:36:05,16.6,19.4,location5
152338.JPG,2019-07-24 13:36:05,18.0,22.0,location8
152338.JPG,2019-07-24 13:36:06,18.0,21.9,location8
152338.JPG,2019-07-24 13:36:06,16.6,19.5,location5
152338.JPG,2019-07-24 13:36:06,18.1,22.1,location8
152338.JPG,2019-07-24 13:36:07,16.5,19.3,location5
152338.JPG,2019-07-24 13:36:08,16.6,19.6,location5
152338.JPG,2019-07-24 13:36:08,18.0,21.9,location8
152338.JPG,2019-07-24 13:36:09,16.6,19.6,location5
152338.JPG,2019-07-24 13:36:09,18.1,22.1,location8
152338.JPG,2019-07-24 13:36:10,18.2,22.1,location8
152338.JPG,2019-07-24 13:36:10,16.6,19.6,location5
152338.JPG,2019-07-24 13:36:11,18.1,22.0,location8
152338.JPG,2019-07-24 13:36:11,16.6,19.6,location5
152338.JPG,2019-07-24 13:36:12,18.1,21.8,location8
152338.JPG,2019-07-24 13:36:12,16.7,19.8,location5
152338.JPG,2019-07-24 13:36:13,17.9,21.7,location8
152338.JPG,2019-07-24 13:36:13,16.6,19.8,location5
152338.JPG,2019-07-24 13:36:14,17.8,21.5,location8
152338.JPG,2019-07-24 13:36:14,16.6,19.7,location5
152338.JPG,2019-07-24 13:36:15,17.8,21.5,location8
152338.JPG,2019-07-24 13:36:15,16.6,19.8,location5
152338.JPG,2019-07-24 13:36:16,16.5,19.6,location5
152338.JPG,2019-07-24 13:36:16,17.9,21.7,location8
152338.JPG,2019-07-24 13:36:17,17.9,21.7,location8
152338.JPG,2019-07-24 13:36:17,16.5,19.6,location5
152338.JPG,2019-07-24 13:36:18,17.7,21.6,location8
152338.JPG,2019-07-24 13:36:18,16.5,19.6,location5
152338.JPG,2019-07-24 13:36:19,17.6,21.4,location8
152338.JPG,2019-07-24 13:36:19,16.4,19.3,location5
152338.JPG,2019-07-24 13:36:20,17.4,21.3,location8
152338.JPG,2019-07-24 13:36:20,16.4,19.6,location5
152338.JPG,2019-07-24 13:36:21,16.2,19.1,location5
152338.JPG,2019-07-24 13:36:21,17.4,20.4,location8
152338.JPG,2019-07-24 13:36:22,17.3,20.3,location8
152338.JPG,2019-07-24 13:36:22,16.1,19.1,location5
152338.JPG,2019-07-24 13:36:23,16.1,18.3,location5
152338.JPG,2019-07-24 13:36:23,17.3,20.4,location8
152338.JPG,2019-07-24 13:36:24,17.4,20.5,location8
152338.JPG,2019-07-24 13:36:24,16.2,18.3,location5
152338.JPG,2019-07-24 13:36:25,16.1,18.1,location5
152338.JPG,2019-07-24 13:36:25,17.5,20.5,location8
152338.JPG,2019-07-24 13:36:26,17.5,20.6,location8
152338.JPG,2019-07-24 13:36:26,16.1,18.1,location5
152338.JPG,2019-07-24 13:36:27,16.1,18.5,location5
152338.JPG,2019-07-24 13:36:27,17.5,20.6,location8
152338.JPG,2019-07-24 13:36:28,16.2,18.7,location5
152338.JPG,2019-07-24 13:36:28,17.4,20.5,location8
152338.JPG,2019-07-24 13:36:29,17.5,20.6,location8
152338.JPG,2019-07-24 13:36:29,16.1,18.5,location5
152338.JPG,2019-07-24 13:36:30,16.2,18.4,location5
152338.JPG,2019-07-24 13:36:30,17.5,20.6,location8
152338.JPG,2019-07-24 13:36:31,16.2,18.1,location5
152338.JPG,2019-07-24 13:36:31,17.6,20.1,location8
152338.JPG,2019-07-24 13:36:32,16.0,17.9,location5
152338.JPG,2019-07-24 13:36:32,17.3,19.6,location8
152338.JPG,2019-07-24 13:36:33,15.9,17.8,location5
152338.JPG,2019-07-24 13:36:33,17.2,19.3,location8
152338.JPG,2019-07-24 13:36:34,15.9,17.8,location5
152338.JPG,2019-07-24 13:36:34,17.2,19.3,location8
152338.JPG,2019-07-24 13:36:35,15.8,17.7,location5
152338.JPG,2019-07-24 13:36:35,17.1,19.2,location8
152338.JPG,2019-07-24 13:36:36,17.0,19.1,location8
152338.JPG,2019-07-24 13:36:36,16.0,18.1,location5
152338.JPG,2019-07-24 13:36:37,16.0,18.0,location5
152338.JPG,2019-07-24 13:36:37,17.0,19.1,location8
152338.JPG,2019-07-24 13:36:38,17.1,19.3,location8
152338.JPG,2019-07-24 13:36:38,15.9,17.8,location5
152338.JPG,2019-07-24 13:36:39,16.0,17.9,location5
152338.JPG,2019-07-24 13:36:39,17.0,19.2,location8
152338.JPG,2019-07-24 13:36:40,16.0,18.3,location5
152338.JPG,2019-07-24 13:36:40,17.1,19.4,location8
152338.JPG,2019-07-24 13:36:41,17.2,19.4,location8
152338.JPG,2019-07-24 13:36:41,16.1,18.7,location5
152338.JPG,2019-07-24 13:36:42,16.1,19.1,location5
152338.JPG,2019-07-24 13:36:42,17.2,19.5,location8
152338.JPG,2019-07-24 13:36:43,16.1,19.0,location5
152338.JPG,2019-07-24 13:36:43,17.2,19.5,location8
152338.JPG,2019-07-24 13:36:44,16.1,19.1,location5
152338.JPG,2019-07-24 13:36:44,17.2,19.4,location8
152338.JPG,2019-07-24 13:36:45,17.0,19.2,location8
152338.JPG,2019-07-24 13:36:45,16.2,19.1,location5
152338.JPG,2019-07-24 13:36:46,16.9,19.0,location8
152338.JPG,2019-07-24 13:36:46,16.2,19.1,location5
152338.JPG,2019-07-24 13:36:47,16.3,19.2,location5
152338.JPG,2019-07-24 13:36:47,17.0,19.3,location8
152338.JPG,2019-07-24 13:36:48,16.2,19.1,location5
152338.JPG,2019-07-24 13:36:48,17.1,19.3,location8
152338.JPG,2019-07-24 13:36:49,16.3,19.2,location5
152338.JPG,2019-07-24 13:36:49,17.3,19.5,location8
152338.JPG,2019-07-24 13:36:50,17.3,19.4,location8
152338.JPG,2019-07-24 13:36:50,16.2,18.8,location5
152338.JPG,2019-07-24 13:36:51,17.2,19.3,location8
152338.JPG,2019-07-24 13:36:51,16.3,19.1,location5
152338.JPG,2019-07-24 13:36:52,17.2,19.4,location8
152338.JPG,2019-07-24 13:36:52,16.2,18.9,location5
152338.JPG,2019-07-24 13:36:53,16.2,19.0,location5
152338.JPG,2019-07-24 13:36:53,17.3,19.4,location8
152338.JPG,2019-07-24 13:36:54,16.0,18.7,location5
152338.JPG,2019-07-24 13:36:54,17.3,19.4,location8
152338.JPG,2019-07-24 13:36:55,17.2,19.5,location8
152338.JPG,2019-07-24 13:36:55,16.0,18.7,location5
152338.JPG,2019-07-24 13:36:56,16.2,19.0,location5
152338.JPG,2019-07-24 13:36:56,17.3,19.4,location8
152338.JPG,2019-07-24 13:36:57,16.2,18.7,location5
152338.JPG,2019-07-24 13:36:57,17.3,19.5,location8
152338.JPG,2019-07-24 13:36:58,17.3,19.5,location8
152338.JPG,2019-07-24 13:36:58,16.1,18.7,location5
152338.JPG,2019-07-24 13:36:59,17.1,19.4,location8
152338.JPG,2019-07-24 13:36:59,16.1,18.8,location5
152338.JPG,2019-07-24 13:37:00,17.2,19.3,location8
152338.JPG,2019-07-24 13:37:00,16.1,18.9,location5
152338.JPG,2019-07-24 13:37:01,17.0,19.1,location8
152338.JPG,2019-07-24 13:37:01,16.2,19.1,location5
152338.JPG,2019-07-24 13:37:02,16.3,19.1,location5
152338.JPG,2019-07-24 13:37:02,17.0,19.3,location8
152338.JPG,2019-07-24 13:37:03,16.3,19.1,location5
152338.JPG,2019-07-24 13:37:03,17.3,19.4,location8
152338.JPG,2019-07-24 13:37:04,16.4,19.4,location5
152338.JPG,2019-07-24 13:37:04,17.2,19.3,location8
152338.JPG,2019-07-24 13:37:05,16.6,19.9,location5
152338.JPG,2019-07-24 13:37:05,17.3,19.5,location8
152338.JPG,2019-07-24 13:37:06,16.6,19.6,location5
152338.JPG,2019-07-24 13:37:06,17.3,19.9,location8
152338.JPG,2019-07-24 13:37:07,17.4,20.1,location8
152338.JPG,2019-07-24 13:37:07,16.6,20.6,location5
152338.JPG,2019-07-24 13:37:08,17.4,20.5,location8
152338.JPG,2019-07-24 13:37:08,16.5,21.2,location5
152338.JPG,2019-07-24 13:37:09,17.3,20.3,location8
152338.JPG,2019-07-24 13:37:09,16.5,22.2,location5
152338.JPG,2019-07-24 13:37:10,17.1,20.0,location8
152338.JPG,2019-07-24 13:37:10,16.6,22.1,location5
152338.JPG,2019-07-24 13:37:11,16.5,21.6,location5
152338.JPG,2019-07-24 13:37:11,17.2,20.1,location8
152338.JPG,2019-07-24 13:37:12,17.1,20.1,location8
152338.JPG,2019-07-24 13:37:12,16.4,22.1,location5
152338.JPG,2019-07-24 13:37:13,17.2,20.1,location8
152338.JPG,2019-07-24 13:37:13,16.4,22.1,location5
152338.JPG,2019-07-24 13:37:14,16.3,22.6,location5
152338.JPG,2019-07-24 13:37:14,17.3,20.5,location8
152338.JPG,2019-07-24 13:37:15,17.5,20.8,location8
152338.JPG,2019-07-24 13:37:15,16.3,22.5,location5
152338.JPG,2019-07-24 13:37:16,16.2,23.5,location5
152338.JPG,2019-07-24 13:37:16,17.6,20.9,location8
152338.JPG,2019-07-24 13:37:17,17.4,20.5,location8
152338.JPG,2019-07-24 13:37:17,16.0,23.6,location5
152338.JPG,2019-07-24 13:37:18,17.5,20.8,location8
152338.JPG,2019-07-24 13:37:18,15.9,23.6,location5
152338.JPG,2019-07-24 13:37:19,17.4,20.7,location8
152338.JPG,2019-07-24 13:37:19,15.9,23.7,location5
152338.JPG,2019-07-24 13:37:20,17.4,20.8,location8
152338.JPG,2019-07-24 13:37:20,15.9,23.8,location5
152338.JPG,2019-07-24 13:37:21,15.9,23.8,location5
152338.JPG,2019-07-24 13:37:21,17.5,20.9,location8
152338.JPG,2019-07-24 13:37:22,17.5,20.7,location8
152338.JPG,2019-07-24 13:37:22,15.9,24.0,location5
152338.JPG,2019-07-24 13:37:23,15.9,23.8,location5
152338.JPG,2019-07-24 13:37:23,17.5,20.7,location8
152338.JPG,2019-07-24 13:37:24,17.5,20.7,location8
152338.JPG,2019-07-24 13:37:24,15.9,23.9,location5
152338.JPG,2019-07-24 13:37:25,16.0,24.1,location5
152338.JPG,2019-07-24 13:37:25,17.5,21.1,location8
152338.JPG,2019-07-24 13:37:26,17.5,21.1,location8
152338.JPG,2019-07-24 13:37:26,15.8,24.0,location5
152338.JPG,2019-07-24 13:37:27,17.5,21.5,location8
152338.JPG,2019-07-24 13:37:27,15.8,24.1,location5
152338.JPG,2019-07-24 13:37:28,15.9,24.1,location5
152338.JPG,2019-07-24 13:37:28,17.6,21.6,location8
152338.JPG,2019-07-24 13:37:29,15.9,25.0,location5
152338.JPG,2019-07-24 13:37:29,17.6,21.7,location8
152338.JPG,2019-07-24 13:37:30,15.7,24.7,location5
152338.JPG,2019-07-24 13:37:30,17.6,21.7,location8
152338.JPG,2019-07-24 13:37:31,15.7,24.6,location5
152338.JPG,2019-07-24 13:37:31,17.6,21.8,location8
152338.JPG,2019-07-24 13:37:32,17.8,21.8,location8
152338.JPG,2019-07-24 13:37:32,15.6,24.4,location5
152338.JPG,2019-07-24 13:37:33,15.5,24.4,location5
152338.JPG,2019-07-24 13:37:33,17.7,21.6,location8
152338.JPG,2019-07-24 13:37:33,18.1,23.5,location1
152338.JPG,2019-07-24 13:37:34,17.7,21.6,location8
152338.JPG,2019-07-24 13:37:34,18.4,23.8,location1
152338.JPG,2019-07-24 13:37:34,15.5,24.4,location5
152338.JPG,2019-07-24 13:37:35,15.4,23.9,location5
152338.JPG,2019-07-24 13:37:35,17.7,21.5,location8
152338.JPG,2019-07-24 13:37:35,18.4,23.7,location1
152338.JPG,2019-07-24 13:37:36,18.4,23.6,location1
152338.JPG,2019-07-24 13:37:36,17.7,21.3,location8
152338.JPG,2019-07-24 13:37:36,15.4,24.2,location5
152338.JPG,2019-07-24 13:37:37,15.4,23.6,location5
152338.JPG,2019-07-24 13:37:37,17.6,20.9,location8
152338.JPG,2019-07-24 13:37:37,18.2,23.6,location1
152338.JPG,2019-07-24 13:37:38,18.1,23.6,location1
152338.JPG,2019-07-24 13:37:38,15.4,23.3,location5
152338.JPG,2019-07-24 13:37:38,17.5,20.3,location8
152338.JPG,2019-07-24 13:37:39,17.6,20.5,location8
152338.JPG,2019-07-24 13:37:39,15.3,22.2,location5
152338.JPG,2019-07-24 13:37:39,18.1,23.9,location1
152338.JPG,2019-07-24 13:37:40,17.7,20.7,location8
152338.JPG,2019-07-24 13:37:40,15.3,22.0,location5
152338.JPG,2019-07-24 13:37:40,18.1,23.9,location1
152338.JPG,2019-07-24 13:37:41,15.3,22.4,location5
152338.JPG,2019-07-24 13:37:41,17.9,22.9,location1
152338.JPG,2019-07-24 13:37:41,17.6,20.5,location8
152338.JPG,2019-07-24 13:37:42,17.8,20.8,location8
152338.JPG,2019-07-24 13:37:42,15.3,21.5,location5
152338.JPG,2019-07-24 13:37:42,17.8,21.9,location1
152338.JPG,2019-07-24 13:37:43,15.4,21.4,location5
152338.JPG,2019-07-24 13:37:43,17.7,21.3,location8
152338.JPG,2019-07-24 13:37:43,17.7,20.8,location1
152338.JPG,2019-07-24 13:37:44,17.9,20.9,location1
152338.JPG,2019-07-24 13:37:44,15.5,21.0,location5
152338.JPG,2019-07-24 13:37:44,17.5,21.1,location8
152338.JPG,2019-07-24 13:37:45,17.4,20.9,location8
152338.JPG,2019-07-24 13:37:45,18.1,21.1,location1
152338.JPG,2019-07-24 13:37:45,15.5,21.0,location5
152338.JPG,2019-07-24 13:37:46,18.2,21.3,location1
