day,image_filename,patch_idx,augmentations,npy_path,patch_x,patch_y,patch_center_x,patch_center_y
10_19_data,2019-10-19 104440.JPG,11,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p11_brightness_contrast_hflip.npy,1408,0,1536,128
10_19_data,2019-10-19 104440.JPG,11,rotate_brightness_contrast,10_19_data\patch\2019-10-19 104440_p11_rotate_brightness_contrast.npy,1408,0,1536,128
10_19_data,2019-10-19 104440.JPG,12,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p12_brightness_contrast_hflip.npy,1536,0,1664,128
10_19_data,2019-10-19 104440.JPG,12,brightness_contrast,10_19_data\patch\2019-10-19 104440_p12_brightness_contrast.npy,1536,0,1664,128
10_19_data,2019-10-19 104440.JPG,13,rotate_hflip,10_19_data\patch\2019-10-19 104440_p13_rotate_hflip.npy,1664,0,1792,128
10_19_data,2019-10-19 104440.JPG,13,brightness,10_19_data\patch\2019-10-19 104440_p13_brightness.npy,1664,0,1792,128
10_19_data,2019-10-19 104440.JPG,14,contrast_hflip,10_19_data\patch\2019-10-19 104440_p14_contrast_hflip.npy,1792,0,1920,128
10_19_data,2019-10-19 104440.JPG,14,contrast,10_19_data\patch\2019-10-19 104440_p14_contrast.npy,1792,0,1920,128
10_19_data,2019-10-19 104440.JPG,15,rotate_contrast,10_19_data\patch\2019-10-19 104440_p15_rotate_contrast.npy,1920,0,2048,128
10_19_data,2019-10-19 104440.JPG,15,hflip,10_19_data\patch\2019-10-19 104440_p15_hflip.npy,1920,0,2048,128
10_19_data,2019-10-19 104440.JPG,16,contrast,10_19_data\patch\2019-10-19 104440_p16_contrast.npy,2048,0,2176,128
10_19_data,2019-10-19 104440.JPG,16,rotate_brightness_contrast,10_19_data\patch\2019-10-19 104440_p16_rotate_brightness_contrast.npy,2048,0,2176,128
10_19_data,2019-10-19 104440.JPG,17,hflip,10_19_data\patch\2019-10-19 104440_p17_hflip.npy,2176,0,2304,128
10_19_data,2019-10-19 104440.JPG,17,rotate_brightness,10_19_data\patch\2019-10-19 104440_p17_rotate_brightness.npy,2176,0,2304,128
10_19_data,2019-10-19 104440.JPG,18,rotate_hflip,10_19_data\patch\2019-10-19 104440_p18_rotate_hflip.npy,2304,0,2432,128
10_19_data,2019-10-19 104440.JPG,18,rotate,10_19_data\patch\2019-10-19 104440_p18_rotate.npy,2304,0,2432,128
10_19_data,2019-10-19 104440.JPG,19,rotate,10_19_data\patch\2019-10-19 104440_p19_rotate.npy,2432,0,2560,128
10_19_data,2019-10-19 104440.JPG,19,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p19_rotate_brightness_hflip.npy,2432,0,2560,128
10_19_data,2019-10-19 104440.JPG,20,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p20_rotate_contrast_hflip.npy,2560,0,2688,128
10_19_data,2019-10-19 104440.JPG,20,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p20_brightness_contrast_hflip.npy,2560,0,2688,128
10_19_data,2019-10-19 104440.JPG,21,rotate_hflip,10_19_data\patch\2019-10-19 104440_p21_rotate_hflip.npy,2688,0,2816,128
10_19_data,2019-10-19 104440.JPG,21,contrast,10_19_data\patch\2019-10-19 104440_p21_contrast.npy,2688,0,2816,128
10_19_data,2019-10-19 104440.JPG,22,rotate_contrast,10_19_data\patch\2019-10-19 104440_p22_rotate_contrast.npy,2816,0,2944,128
10_19_data,2019-10-19 104440.JPG,22,contrast_hflip,10_19_data\patch\2019-10-19 104440_p22_contrast_hflip.npy,2816,0,2944,128
10_19_data,2019-10-19 104440.JPG,23,rotate_brightness,10_19_data\patch\2019-10-19 104440_p23_rotate_brightness.npy,2944,0,3072,128
10_19_data,2019-10-19 104440.JPG,23,rotate,10_19_data\patch\2019-10-19 104440_p23_rotate.npy,2944,0,3072,128
10_19_data,2019-10-19 104440.JPG,24,brightness,10_19_data\patch\2019-10-19 104440_p24_brightness.npy,3072,0,3200,128
10_19_data,2019-10-19 104440.JPG,24,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p24_rotate_contrast_hflip.npy,3072,0,3200,128
10_19_data,2019-10-19 104440.JPG,25,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p25_brightness_contrast_hflip.npy,3200,0,3328,128
10_19_data,2019-10-19 104440.JPG,25,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p25_rotate_brightness_hflip.npy,3200,0,3328,128
10_19_data,2019-10-19 104440.JPG,26,brightness_contrast,10_19_data\patch\2019-10-19 104440_p26_brightness_contrast.npy,3328,0,3456,128
10_19_data,2019-10-19 104440.JPG,26,brightness,10_19_data\patch\2019-10-19 104440_p26_brightness.npy,3328,0,3456,128
10_19_data,2019-10-19 104440.JPG,27,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p27_rotate_brightness_contrast_hflip.npy,3456,0,3584,128
10_19_data,2019-10-19 104440.JPG,27,rotate_hflip,10_19_data\patch\2019-10-19 104440_p27_rotate_hflip.npy,3456,0,3584,128
10_19_data,2019-10-19 104440.JPG,28,rotate_contrast,10_19_data\patch\2019-10-19 104440_p28_rotate_contrast.npy,3584,0,3712,128
10_19_data,2019-10-19 104440.JPG,28,brightness,10_19_data\patch\2019-10-19 104440_p28_brightness.npy,3584,0,3712,128
10_19_data,2019-10-19 104440.JPG,29,brightness,10_19_data\patch\2019-10-19 104440_p29_brightness.npy,3712,0,3840,128
10_19_data,2019-10-19 104440.JPG,29,rotate,10_19_data\patch\2019-10-19 104440_p29_rotate.npy,3712,0,3840,128
10_19_data,2019-10-19 104440.JPG,30,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p30_rotate_contrast_hflip.npy,3840,0,3968,128
10_19_data,2019-10-19 104440.JPG,30,hflip,10_19_data\patch\2019-10-19 104440_p30_hflip.npy,3840,0,3968,128
10_19_data,2019-10-19 104440.JPG,31,brightness_hflip,10_19_data\patch\2019-10-19 104440_p31_brightness_hflip.npy,3968,0,4096,128
10_19_data,2019-10-19 104440.JPG,31,hflip,10_19_data\patch\2019-10-19 104440_p31_hflip.npy,3968,0,4096,128
10_19_data,2019-10-19 104440.JPG,32,rotate_brightness_contrast,10_19_data\patch\2019-10-19 104440_p32_rotate_brightness_contrast.npy,4096,0,4224,128
10_19_data,2019-10-19 104440.JPG,32,rotate,10_19_data\patch\2019-10-19 104440_p32_rotate.npy,4096,0,4224,128
10_19_data,2019-10-19 104440.JPG,33,rotate_brightness_contrast,10_19_data\patch\2019-10-19 104440_p33_rotate_brightness_contrast.npy,4224,0,4352,128
10_19_data,2019-10-19 104440.JPG,33,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p33_rotate_brightness_contrast_hflip.npy,4224,0,4352,128
10_19_data,2019-10-19 104440.JPG,34,rotate_brightness,10_19_data\patch\2019-10-19 104440_p34_rotate_brightness.npy,4352,0,4480,128
10_19_data,2019-10-19 104440.JPG,34,brightness,10_19_data\patch\2019-10-19 104440_p34_brightness.npy,4352,0,4480,128
10_19_data,2019-10-19 104440.JPG,35,brightness_contrast,10_19_data\patch\2019-10-19 104440_p35_brightness_contrast.npy,4480,0,4608,128
10_19_data,2019-10-19 104440.JPG,35,rotate_hflip,10_19_data\patch\2019-10-19 104440_p35_rotate_hflip.npy,4480,0,4608,128
10_19_data,2019-10-19 104440.JPG,36,rotate,10_19_data\patch\2019-10-19 104440_p36_rotate.npy,4608,0,4736,128
10_19_data,2019-10-19 104440.JPG,36,rotate_hflip,10_19_data\patch\2019-10-19 104440_p36_rotate_hflip.npy,4608,0,4736,128
10_19_data,2019-10-19 104440.JPG,37,rotate_contrast,10_19_data\patch\2019-10-19 104440_p37_rotate_contrast.npy,0,128,128,256
10_19_data,2019-10-19 104440.JPG,37,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p37_brightness_contrast_hflip.npy,0,128,128,256
10_19_data,2019-10-19 104440.JPG,38,rotate_hflip,10_19_data\patch\2019-10-19 104440_p38_rotate_hflip.npy,128,128,256,256
10_19_data,2019-10-19 104440.JPG,38,rotate_brightness_contrast,10_19_data\patch\2019-10-19 104440_p38_rotate_brightness_contrast.npy,128,128,256,256
10_19_data,2019-10-19 104440.JPG,39,brightness_hflip,10_19_data\patch\2019-10-19 104440_p39_brightness_hflip.npy,256,128,384,256
10_19_data,2019-10-19 104440.JPG,39,rotate,10_19_data\patch\2019-10-19 104440_p39_rotate.npy,256,128,384,256
10_19_data,2019-10-19 104440.JPG,40,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p40_rotate_brightness_contrast_hflip.npy,384,128,512,256
10_19_data,2019-10-19 104440.JPG,40,brightness,10_19_data\patch\2019-10-19 104440_p40_brightness.npy,384,128,512,256
10_19_data,2019-10-19 104440.JPG,41,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p41_rotate_brightness_hflip.npy,512,128,640,256
10_19_data,2019-10-19 104440.JPG,41,contrast,10_19_data\patch\2019-10-19 104440_p41_contrast.npy,512,128,640,256
10_19_data,2019-10-19 104440.JPG,42,contrast,10_19_data\patch\2019-10-19 104440_p42_contrast.npy,640,128,768,256
10_19_data,2019-10-19 104440.JPG,42,rotate_brightness,10_19_data\patch\2019-10-19 104440_p42_rotate_brightness.npy,640,128,768,256
10_19_data,2019-10-19 104440.JPG,43,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p43_brightness_contrast_hflip.npy,768,128,896,256
10_19_data,2019-10-19 104440.JPG,43,brightness,10_19_data\patch\2019-10-19 104440_p43_brightness.npy,768,128,896,256
10_19_data,2019-10-19 104440.JPG,44,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p44_rotate_brightness_contrast_hflip.npy,896,128,1024,256
10_19_data,2019-10-19 104440.JPG,44,brightness_contrast,10_19_data\patch\2019-10-19 104440_p44_brightness_contrast.npy,896,128,1024,256
10_19_data,2019-10-19 104440.JPG,45,brightness_hflip,10_19_data\patch\2019-10-19 104440_p45_brightness_hflip.npy,1024,128,1152,256
10_19_data,2019-10-19 104440.JPG,45,contrast,10_19_data\patch\2019-10-19 104440_p45_contrast.npy,1024,128,1152,256
10_19_data,2019-10-19 104440.JPG,46,hflip,10_19_data\patch\2019-10-19 104440_p46_hflip.npy,1152,128,1280,256
10_19_data,2019-10-19 104440.JPG,46,brightness,10_19_data\patch\2019-10-19 104440_p46_brightness.npy,1152,128,1280,256
10_19_data,2019-10-19 104440.JPG,47,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p47_rotate_brightness_contrast_hflip.npy,1280,128,1408,256
10_19_data,2019-10-19 104440.JPG,47,rotate_hflip,10_19_data\patch\2019-10-19 104440_p47_rotate_hflip.npy,1280,128,1408,256
10_19_data,2019-10-19 104440.JPG,48,contrast,10_19_data\patch\2019-10-19 104440_p48_contrast.npy,1408,128,1536,256
10_19_data,2019-10-19 104440.JPG,48,contrast_hflip,10_19_data\patch\2019-10-19 104440_p48_contrast_hflip.npy,1408,128,1536,256
10_19_data,2019-10-19 104440.JPG,49,rotate_brightness,10_19_data\patch\2019-10-19 104440_p49_rotate_brightness.npy,1536,128,1664,256
10_19_data,2019-10-19 104440.JPG,49,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p49_rotate_brightness_hflip.npy,1536,128,1664,256
10_19_data,2019-10-19 104440.JPG,50,rotate_brightness,10_19_data\patch\2019-10-19 104440_p50_rotate_brightness.npy,1664,128,1792,256
10_19_data,2019-10-19 104440.JPG,50,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p50_rotate_brightness_hflip.npy,1664,128,1792,256
10_19_data,2019-10-19 104440.JPG,51,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p51_rotate_brightness_hflip.npy,1792,128,1920,256
10_19_data,2019-10-19 104440.JPG,51,contrast_hflip,10_19_data\patch\2019-10-19 104440_p51_contrast_hflip.npy,1792,128,1920,256
10_19_data,2019-10-19 104440.JPG,52,rotate_hflip,10_19_data\patch\2019-10-19 104440_p52_rotate_hflip.npy,1920,128,2048,256
10_19_data,2019-10-19 104440.JPG,52,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p52_brightness_contrast_hflip.npy,1920,128,2048,256
10_19_data,2019-10-19 104440.JPG,53,contrast,10_19_data\patch\2019-10-19 104440_p53_contrast.npy,2048,128,2176,256
10_19_data,2019-10-19 104440.JPG,53,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p53_brightness_contrast_hflip.npy,2048,128,2176,256
10_19_data,2019-10-19 104440.JPG,54,brightness,10_19_data\patch\2019-10-19 104440_p54_brightness.npy,2176,128,2304,256
10_19_data,2019-10-19 104440.JPG,54,brightness_contrast,10_19_data\patch\2019-10-19 104440_p54_brightness_contrast.npy,2176,128,2304,256
10_19_data,2019-10-19 104440.JPG,55,rotate,10_19_data\patch\2019-10-19 104440_p55_rotate.npy,2304,128,2432,256
10_19_data,2019-10-19 104440.JPG,55,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p55_rotate_brightness_hflip.npy,2304,128,2432,256
10_19_data,2019-10-19 104440.JPG,56,rotate,10_19_data\patch\2019-10-19 104440_p56_rotate.npy,2432,128,2560,256
10_19_data,2019-10-19 104440.JPG,56,contrast_hflip,10_19_data\patch\2019-10-19 104440_p56_contrast_hflip.npy,2432,128,2560,256
10_19_data,2019-10-19 104440.JPG,57,contrast_hflip,10_19_data\patch\2019-10-19 104440_p57_contrast_hflip.npy,2560,128,2688,256
10_19_data,2019-10-19 104440.JPG,57,brightness,10_19_data\patch\2019-10-19 104440_p57_brightness.npy,2560,128,2688,256
10_19_data,2019-10-19 104440.JPG,58,rotate_hflip,10_19_data\patch\2019-10-19 104440_p58_rotate_hflip.npy,2688,128,2816,256
10_19_data,2019-10-19 104440.JPG,58,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p58_rotate_contrast_hflip.npy,2688,128,2816,256
10_19_data,2019-10-19 104440.JPG,59,rotate_hflip,10_19_data\patch\2019-10-19 104440_p59_rotate_hflip.npy,2816,128,2944,256
10_19_data,2019-10-19 104440.JPG,59,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p59_rotate_brightness_contrast_hflip.npy,2816,128,2944,256
10_19_data,2019-10-19 104440.JPG,60,brightness_hflip,10_19_data\patch\2019-10-19 104440_p60_brightness_hflip.npy,2944,128,3072,256
10_19_data,2019-10-19 104440.JPG,60,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p60_brightness_contrast_hflip.npy,2944,128,3072,256
10_19_data,2019-10-19 104440.JPG,61,brightness,10_19_data\patch\2019-10-19 104440_p61_brightness.npy,3072,128,3200,256
10_19_data,2019-10-19 104440.JPG,61,brightness_contrast,10_19_data\patch\2019-10-19 104440_p61_brightness_contrast.npy,3072,128,3200,256
10_19_data,2019-10-19 104440.JPG,62,brightness,10_19_data\patch\2019-10-19 104440_p62_brightness.npy,3200,128,3328,256
10_19_data,2019-10-19 104440.JPG,62,contrast_hflip,10_19_data\patch\2019-10-19 104440_p62_contrast_hflip.npy,3200,128,3328,256
10_19_data,2019-10-19 104440.JPG,63,brightness,10_19_data\patch\2019-10-19 104440_p63_brightness.npy,3328,128,3456,256
10_19_data,2019-10-19 104440.JPG,63,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p63_brightness_contrast_hflip.npy,3328,128,3456,256
10_19_data,2019-10-19 104440.JPG,64,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p64_rotate_brightness_hflip.npy,3456,128,3584,256
10_19_data,2019-10-19 104440.JPG,64,hflip,10_19_data\patch\2019-10-19 104440_p64_hflip.npy,3456,128,3584,256
10_19_data,2019-10-19 104440.JPG,65,rotate_brightness,10_19_data\patch\2019-10-19 104440_p65_rotate_brightness.npy,3584,128,3712,256
10_19_data,2019-10-19 104440.JPG,65,contrast,10_19_data\patch\2019-10-19 104440_p65_contrast.npy,3584,128,3712,256
10_19_data,2019-10-19 104440.JPG,66,rotate,10_19_data\patch\2019-10-19 104440_p66_rotate.npy,3712,128,3840,256
10_19_data,2019-10-19 104440.JPG,66,contrast_hflip,10_19_data\patch\2019-10-19 104440_p66_contrast_hflip.npy,3712,128,3840,256
10_19_data,2019-10-19 104440.JPG,67,brightness_hflip,10_19_data\patch\2019-10-19 104440_p67_brightness_hflip.npy,3840,128,3968,256
10_19_data,2019-10-19 104440.JPG,67,hflip,10_19_data\patch\2019-10-19 104440_p67_hflip.npy,3840,128,3968,256
10_19_data,2019-10-19 104440.JPG,68,brightness,10_19_data\patch\2019-10-19 104440_p68_brightness.npy,3968,128,4096,256
10_19_data,2019-10-19 104440.JPG,68,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p68_rotate_brightness_hflip.npy,3968,128,4096,256
10_19_data,2019-10-19 104440.JPG,69,contrast,10_19_data\patch\2019-10-19 104440_p69_contrast.npy,4096,128,4224,256
10_19_data,2019-10-19 104440.JPG,69,contrast_hflip,10_19_data\patch\2019-10-19 104440_p69_contrast_hflip.npy,4096,128,4224,256
10_19_data,2019-10-19 104440.JPG,70,rotate_contrast,10_19_data\patch\2019-10-19 104440_p70_rotate_contrast.npy,4224,128,4352,256
10_19_data,2019-10-19 104440.JPG,70,hflip,10_19_data\patch\2019-10-19 104440_p70_hflip.npy,4224,128,4352,256
10_19_data,2019-10-19 104440.JPG,71,rotate,10_19_data\patch\2019-10-19 104440_p71_rotate.npy,4352,128,4480,256
10_19_data,2019-10-19 104440.JPG,71,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p71_rotate_contrast_hflip.npy,4352,128,4480,256
10_19_data,2019-10-19 104440.JPG,72,rotate_brightness,10_19_data\patch\2019-10-19 104440_p72_rotate_brightness.npy,4480,128,4608,256
10_19_data,2019-10-19 104440.JPG,72,contrast,10_19_data\patch\2019-10-19 104440_p72_contrast.npy,4480,128,4608,256
10_19_data,2019-10-19 104440.JPG,73,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p73_rotate_contrast_hflip.npy,4608,128,4736,256
10_19_data,2019-10-19 104440.JPG,73,brightness_contrast,10_19_data\patch\2019-10-19 104440_p73_brightness_contrast.npy,4608,128,4736,256
10_19_data,2019-10-19 104440.JPG,74,rotate_brightness,10_19_data\patch\2019-10-19 104440_p74_rotate_brightness.npy,0,256,128,384
10_19_data,2019-10-19 104440.JPG,74,rotate_contrast,10_19_data\patch\2019-10-19 104440_p74_rotate_contrast.npy,0,256,128,384
10_19_data,2019-10-19 104440.JPG,75,brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p75_brightness_contrast_hflip.npy,128,256,256,384
10_19_data,2019-10-19 104440.JPG,75,rotate_brightness,10_19_data\patch\2019-10-19 104440_p75_rotate_brightness.npy,128,256,256,384
10_19_data,2019-10-19 104440.JPG,76,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p76_rotate_brightness_hflip.npy,256,256,384,384
10_19_data,2019-10-19 104440.JPG,76,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p76_rotate_contrast_hflip.npy,256,256,384,384
10_19_data,2019-10-19 104440.JPG,77,hflip,10_19_data\patch\2019-10-19 104440_p77_hflip.npy,384,256,512,384
10_19_data,2019-10-19 104440.JPG,77,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p77_rotate_contrast_hflip.npy,384,256,512,384
10_19_data,2019-10-19 104440.JPG,78,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p78_rotate_brightness_contrast_hflip.npy,512,256,640,384
10_19_data,2019-10-19 104440.JPG,78,brightness_contrast,10_19_data\patch\2019-10-19 104440_p78_brightness_contrast.npy,512,256,640,384
10_19_data,2019-10-19 104440.JPG,79,rotate_hflip,10_19_data\patch\2019-10-19 104440_p79_rotate_hflip.npy,640,256,768,384
10_19_data,2019-10-19 104440.JPG,79,brightness_hflip,10_19_data\patch\2019-10-19 104440_p79_brightness_hflip.npy,640,256,768,384
10_19_data,2019-10-19 104440.JPG,80,brightness_contrast,10_19_data\patch\2019-10-19 104440_p80_brightness_contrast.npy,768,256,896,384
10_19_data,2019-10-19 104440.JPG,80,rotate_brightness,10_19_data\patch\2019-10-19 104440_p80_rotate_brightness.npy,768,256,896,384
10_19_data,2019-10-19 104440.JPG,81,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p81_rotate_contrast_hflip.npy,896,256,1024,384
10_19_data,2019-10-19 104440.JPG,81,rotate_contrast,10_19_data\patch\2019-10-19 104440_p81_rotate_contrast.npy,896,256,1024,384
10_19_data,2019-10-19 104440.JPG,82,hflip,10_19_data\patch\2019-10-19 104440_p82_hflip.npy,1024,256,1152,384
10_19_data,2019-10-19 104440.JPG,82,contrast_hflip,10_19_data\patch\2019-10-19 104440_p82_contrast_hflip.npy,1024,256,1152,384
10_19_data,2019-10-19 104440.JPG,83,rotate_brightness,10_19_data\patch\2019-10-19 104440_p83_rotate_brightness.npy,1152,256,1280,384
10_19_data,2019-10-19 104440.JPG,83,hflip,10_19_data\patch\2019-10-19 104440_p83_hflip.npy,1152,256,1280,384
10_19_data,2019-10-19 104440.JPG,84,brightness_contrast,10_19_data\patch\2019-10-19 104440_p84_brightness_contrast.npy,1280,256,1408,384
10_19_data,2019-10-19 104440.JPG,84,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p84_rotate_brightness_hflip.npy,1280,256,1408,384
10_19_data,2019-10-19 104440.JPG,85,rotate_hflip,10_19_data\patch\2019-10-19 104440_p85_rotate_hflip.npy,1408,256,1536,384
10_19_data,2019-10-19 104440.JPG,85,contrast,10_19_data\patch\2019-10-19 104440_p85_contrast.npy,1408,256,1536,384
10_19_data,2019-10-19 104440.JPG,86,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p86_rotate_brightness_hflip.npy,1536,256,1664,384
10_19_data,2019-10-19 104440.JPG,86,contrast_hflip,10_19_data\patch\2019-10-19 104440_p86_contrast_hflip.npy,1536,256,1664,384
10_19_data,2019-10-19 104440.JPG,87,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p87_rotate_brightness_contrast_hflip.npy,1664,256,1792,384
10_19_data,2019-10-19 104440.JPG,87,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p87_rotate_brightness_hflip.npy,1664,256,1792,384
10_19_data,2019-10-19 104440.JPG,88,rotate_contrast_hflip,10_19_data\patch\2019-10-19 104440_p88_rotate_contrast_hflip.npy,1792,256,1920,384
10_19_data,2019-10-19 104440.JPG,88,brightness,10_19_data\patch\2019-10-19 104440_p88_brightness.npy,1792,256,1920,384
10_19_data,2019-10-19 104440.JPG,89,rotate_contrast,10_19_data\patch\2019-10-19 104440_p89_rotate_contrast.npy,1920,256,2048,384
10_19_data,2019-10-19 104440.JPG,89,brightness_contrast,10_19_data\patch\2019-10-19 104440_p89_brightness_contrast.npy,1920,256,2048,384
10_19_data,2019-10-19 104440.JPG,90,rotate_brightness_hflip,10_19_data\patch\2019-10-19 104440_p90_rotate_brightness_hflip.npy,2048,256,2176,384
10_19_data,2019-10-19 104440.JPG,90,rotate_contrast,10_19_data\patch\2019-10-19 104440_p90_rotate_contrast.npy,2048,256,2176,384
10_19_data,2019-10-19 104440.JPG,91,contrast,10_19_data\patch\2019-10-19 104440_p91_contrast.npy,2176,256,2304,384
10_19_data,2019-10-19 104440.JPG,91,rotate_brightness_contrast_hflip,10_19_data\patch\2019-10-19 104440_p91_rotate_brightness_contrast_hflip.npy,2176,256,2304,384
10_19_data,2019-10-19 104440.JPG,92,brightness_contrast,10_19_data\patch\2019-10-19 104440_p92_brightness_contrast.npy,2304,256,2432,384
10_19_data,2019-10-19 104440.JPG,92,hflip,10_19_data\patch\2019-10-19 104440_p92_hflip.npy,2304,256,2432,384
10_19_data,2019-10-19 104440.JPG,93,brightness,10_19_data\patch\2019-10-19 104440_p93_brightness.npy,2432,256,2560,384
10_19_data,2019-10-19 104440.JPG,93,brightness_contrast,10_19_data\patch\2019-10-19 104440_p93_brightness_contrast.npy,2432,256,2560,384
10_19_data,2019-10-19 104440.JPG,94,rotate_brightness,10_19_data\patch\2019-10-19 104440_p94_rotate_brightness.npy,2560,256,2688,384
10_19_data,2019-10-19 104440.JPG,94,brightness_hflip,10_19_data\patch\2019-10-19 104440_p94_brightness_hflip.npy,2560,256,2688,384
10_19_data,2019-10-19 104440.JPG,95,rotate_hflip,10_19_data\patch\2019-10-19 104440_p95_rotate_hflip.npy,2688,256,2816,384
